"yORF"	"GFP tagged?"	"GFP visualized?"	"TAP visualized?"	"abundance"	"error"	"localization summary"	"ambiguous"	"mitochondrion"	"vacuole"	"spindle pole"	"cell periphery"	"punctate composite"	"vacuolar membrane"	"ER"	"nuclear periphery"	"endosome"	"bud neck"	"microtubule"	"Golgi"	"late Golgi"	"peroxisome"	"actin"	"nucleolus"	"cytoplasm"	"ER to Golgi"	"early Golgi"	"lipid particle"	"nucleus"	"bud"
"YLR075W"	"tagged"	"visualized"	"not TAP visualized"	"not visualized"	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR079W"	"tagged"	"visualized"	"TAP visualized"	768	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR080W"	"tagged"	"visualized"	"not TAP visualized"	"not visualized"	"NA"	"vacuole"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR082C"	"tagged"	"visualized"	"TAP visualized"	538	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR083C"	"tagged"	"visualized"	"TAP visualized"	"technical problem"	"NA"	"vacuole"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR084C"	"tagged"	"visualized"	"TAP visualized"	3670	"NA"	"bud neck,cell periphery"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR085C"	"tagged"	"visualized"	"TAP visualized"	238	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR086W"	"tagged"	"visualized"	"TAP visualized"	573	"NA"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YLR088W"	"tagged"	"visualized"	"TAP visualized"	"low signal"	"NA"	"ER"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR090W"	"tagged"	"visualized"	"TAP visualized"	1210	"NA"	"mitochondrion,nucleus"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YLR091W"	"tagged"	"visualized"	"TAP visualized"	"low signal"	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR093C"	"tagged"	"visualized"	"TAP visualized"	1890	"NA"	"vacuole"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR094C"	"tagged"	"visualized"	"TAP visualized"	1050	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR095C"	"tagged"	"visualized"	"TAP visualized"	7520	"NA"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YLR096W"	"tagged"	"visualized"	"not TAP visualized"	"not visualized"	"NA"	"ambiguous"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR098C"	"tagged"	"visualized"	"TAP visualized"	396	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR100W"	"tagged"	"visualized"	"TAP visualized"	"low signal"	"NA"	"lipid particle"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"
"YLR102C"	"tagged"	"visualized"	"TAP visualized"	"low signal"	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR103C"	"tagged"	"visualized"	"TAP visualized"	1730	"449.0"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YLR105C"	"tagged"	"visualized"	"TAP visualized"	319	"53.5"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR106C"	"tagged"	"visualized"	"TAP visualized"	538	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR107W"	"tagged"	"visualized"	"TAP visualized"	"low signal"	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR108C"	"tagged"	"visualized"	"TAP visualized"	189	"NA"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YLR109W"	"tagged"	"visualized"	"TAP visualized"	16200	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR110C"	"tagged"	"visualized"	"TAP visualized"	158000	"NA"	"ER"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR113W"	"tagged"	"visualized"	"TAP visualized"	6780	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR114C"	"tagged"	"visualized"	"TAP visualized"	7500	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR115W"	"tagged"	"visualized"	"TAP visualized"	3060	"239.0"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YLR116W"	"tagged"	"visualized"	"TAP visualized"	4380	"203.0"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YLR117C"	"tagged"	"visualized"	"TAP visualized"	2140	"204.0"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YLR118C"	"tagged"	"visualized"	"TAP visualized"	1480	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR120C"	"tagged"	"visualized"	"TAP visualized"	5440	"NA"	"ER"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR121C"	"tagged"	"visualized"	"TAP visualized"	"low signal"	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR126C"	"tagged"	"visualized"	"TAP visualized"	1510	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR127C"	"tagged"	"visualized"	"TAP visualized"	432	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR129W"	"tagged"	"visualized"	"TAP visualized"	9620	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR130C"	"tagged"	"visualized"	"TAP visualized"	"technical problem"	"NA"	"ER"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR131C"	"tagged"	"visualized"	"TAP visualized"	538	"NA"	"cytoplasm,nucleus,bud"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"T"
"YLR132C"	"tagged"	"visualized"	"TAP visualized"	486	"NA"	"cytoplasm,mitochondrion,nucleus"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR133W"	"tagged"	"visualized"	"TAP visualized"	3930	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR134W"	"tagged"	"visualized"	"TAP visualized"	471000	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR135W"	"tagged"	"visualized"	"TAP visualized"	274	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR136C"	"tagged"	"visualized"	"not TAP visualized"	"not visualized"	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR138W"	"tagged"	"visualized"	"TAP visualized"	1480	"NA"	"cell periphery"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR139C"	"tagged"	"visualized"	"TAP visualized"	3430	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR141W"	"tagged"	"visualized"	"TAP visualized"	"low signal"	"NA"	"nucleolus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR142W"	"tagged"	"visualized"	"TAP visualized"	184	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR143W"	"tagged"	"visualized"	"TAP visualized"	2270	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR144C"	"tagged"	"visualized"	"TAP visualized"	1420	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR145W"	"tagged"	"visualized"	"TAP visualized"	556	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR146C"	"tagged"	"visualized"	"TAP visualized"	3870	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR148W"	"tagged"	"visualized"	"TAP visualized"	2020	"NA"	"endosome"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR149C"	"tagged"	"visualized"	"TAP visualized"	"low signal"	"NA"	"ambiguous"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR150W"	"tagged"	"visualized"	"TAP visualized"	46800	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR153C"	"tagged"	"visualized"	"TAP visualized"	225000	"NA"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YLR154C"	"tagged"	"visualized"	"TAP visualized"	556	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR163C"	"tagged"	"visualized"	"TAP visualized"	1360	"108.0"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR166C"	"tagged"	"visualized"	"TAP visualized"	2340	"NA"	"ambiguous,bud neck,cell periphery,bud"	"T"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"
"YLR168C"	"tagged"	"visualized"	"TAP visualized"	2910	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR172C"	"tagged"	"visualized"	"TAP visualized"	13500	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR175W"	"tagged"	"visualized"	"TAP visualized"	33600	"2870.0"	"nucleolus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR176C"	"tagged"	"visualized"	"TAP visualized"	377	"NA"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YLR177W"	"tagged"	"visualized"	"TAP visualized"	1550	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR178C"	"tagged"	"visualized"	"TAP visualized"	1030	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR179C"	"tagged"	"visualized"	"TAP visualized"	6230	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR180W"	"tagged"	"visualized"	"TAP visualized"	103000	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR181C"	"tagged"	"visualized"	"TAP visualized"	4400	"NA"	"endosome"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR182W"	"tagged"	"visualized"	"TAP visualized"	3340	"NA"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YLR183C"	"tagged"	"visualized"	"TAP visualized"	284	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR185W"	"tagged"	"visualized"	"TAP visualized"	21800	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR186W"	"tagged"	"visualized"	"not TAP visualized"	"not visualized"	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR187W"	"tagged"	"visualized"	"TAP visualized"	"low signal"	"NA"	"ambiguous,bud neck,cytoplasm,cell periphery,bud"	"T"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"T"
"YLR188W"	"tagged"	"visualized"	"TAP visualized"	1040	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR189C"	"tagged"	"visualized"	"TAP visualized"	396	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR190W"	"tagged"	"visualized"	"TAP visualized"	1070	"NA"	"ambiguous"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR191W"	"tagged"	"visualized"	"TAP visualized"	7900	"NA"	"peroxisome"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR192C"	"tagged"	"visualized"	"TAP visualized"	17900	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR193C"	"tagged"	"visualized"	"TAP visualized"	704	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR194C"	"tagged"	"visualized"	"TAP visualized"	688	"NA"	"ER"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR195C"	"tagged"	"visualized"	"not TAP visualized"	"not visualized"	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR196W"	"tagged"	"visualized"	"TAP visualized"	43800	"NA"	"cytoplasm,nucleolus,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR197W"	"tagged"	"visualized"	"TAP visualized"	13500	"5780.0"	"nucleolus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR199C"	"tagged"	"visualized"	"TAP visualized"	1350	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR200W"	"tagged"	"visualized"	"TAP visualized"	784	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR201C"	"tagged"	"visualized"	"TAP visualized"	3420	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR203C"	"tagged"	"visualized"	"TAP visualized"	4800	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR204W"	"tagged"	"visualized"	"not TAP visualized"	"not visualized"	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR206W"	"tagged"	"visualized"	"TAP visualized"	1970	"NA"	"actin"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR208W"	"tagged"	"visualized"	"TAP visualized"	21400	"NA"	"ER to Golgi"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"
"YLR210W"	"tagged"	"visualized"	"TAP visualized"	"98.9"	"NA"	"nucleus,spindle pole"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YLR211C"	"tagged"	"visualized"	"TAP visualized"	"technical problem"	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR212C"	"tagged"	"visualized"	"TAP visualized"	7200	"1040.0"	"spindle pole"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR215C"	"tagged"	"visualized"	"TAP visualized"	4850	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR216C"	"tagged"	"visualized"	"TAP visualized"	18600	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YLR218C"	"tagged"	"visualized"	"TAP visualized"	907	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YLR219W"	"tagged"	"visualized"	"TAP visualized"	131	"NA"	"cell periphery"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR220W"	"tagged"	"visualized"	"TAP visualized"	2840	"NA"	"vacuole"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YLR221C"	"tagged"	"visualized"	"TAP visualized"	2940	"NA"	"nucleolus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"
