	complex name: list	gene id: list	data source: list	gene name: list
965	wodaklab complex#458	YER143W,YJR147W	wodaklab	DDI1,HMS2
966	FET3-FTR1 high affinity iron permease complex,high affinity iron permease complex (GO)	YER145C,YMR058W	complex portal,benchshop	FET3,FTR1
967	Transcription factor TFIIIB complex,transcription factor TFIIIB complex (GO)	YER148W,YGR246C,YNL039W	complex portal,benchshop	BDP1,BRF1,SPT15
968	MOT1-TBP transcription regulation complex	YER148W,YPL082C	complex portal	MOT1,SPT15
969	polarisome,wodaklab complex#532	YER149C,YLL021W	benchshop,wodaklab	PEA2,SPA2
970	Polarisome	YER149C,YLL021W,YLR319C,YNL271C,YNL293W,YOL112W	complex portal	BNI1,BUD6,MSB3,MSB4,PEA2,SPA2
971	UBP3-BRE5 ubiquitin hydrolase complex,Ubp3-Bre5 complex,wodaklab complex#516	YER151C,YNR051C	complex portal,benchshop,wodaklab	BRE5,UBP3
972	wodaklab complex#634	YER155C,YHR199C	wodaklab	AIM46,BEM2
973	wodaklab complex#31	YER157W,YGL005C,YGL223C,YGR120C,YJR008W,YML071C,YNL041C,YNL051W,YOR280C,YPR105C	wodaklab	COG1,COG2,COG3,COG4,COG5,COG6,COG7,COG8,FSH3,YJR008W
974	Golgi transport complex	YER157W,YGL005C,YGL223C,YGR120C,YML071C,YNL041C,YNL051W,YPR105C	complex portal,benchshop	COG1,COG2,COG3,COG4,COG5,COG6,COG7,COG8
975	wodaklab complex#330	YER159C,YML123C	wodaklab	BUR6,PHO84
976	transcription elongation factor complex (GO)	YER164W,YGR116W,YNL230C,YPL046C,YPR133C	benchshop	CHD1,ELA1,ELC1,SPN1,SPT6
977	eukaryotic translation initiation factor 4F complex	YER165W,YGL049C,YGR162W,YOL139C	benchshop	CDC33,PAB1,TIF4631,TIF4632
978	wodaklab complex#254	YER165W,YGL049C,YML117W,YNL251C,YPL190C	wodaklab	NAB3,NAB6,NRD1,PAB1,TIF4632
979	DNF1-LEM3 P4-ATPase complex	YER166W,YNL323W	complex portal	DNF1,LEM3
980	wodaklab complex#588	YER174C,YPL105C	wodaklab	GRX4,SYH1
981	wodaklab complex#733	YER176W,YHL028W	wodaklab	ECM32,WSC4
982	proteasome core complex (GO)	YFL007W	benchshop	BLM10
983	Nuclear meiotic cohesin complex	YFL008W,YIL026C,YJL074C,YPR007C	complex portal	IRR1,REC8,SMC1,SMC3
984	nuclear SCF ubiquitin ligase complex (GO)	YFL009W,YIL046W	benchshop	CDC4,MET30
985	Phenylalanyl-tRNA synthetase,phenylalanine-tRNA ligase complex,wodaklab complex#579	YFL022C,YLR060W	complex portal,benchshop,wodaklab	FRS1,FRS2
986	Piccolo NuA4 histone acetyltransferase complex	YFL024C,YHR090C,YOR244W	complex portal	EPL1,ESA1,YNG2
987	CCR4-NOT complex (GO)	YFL028C,YGR134W,YKR036C,YNL278W,YNL288W	benchshop	CAF120,CAF130,CAF16,CAF4,CAF40
988	CBK1-MOB2 kinase complex	YFL034C-B,YNL161W	complex portal	CBK1,MOB2
989	AP-1 adaptor complex	YFL034W,YHL019C,YKL135C,YLR170C,YPL259C,YPR029C	benchshop	APL2,APL4,APM1,APM2,APS1,YFL034W
990	Mitochondrial DNA-directed RNA polymerase complex	YFL036W,YMR228W	complex portal	MTF1,RPO41
991	wodaklab complex#200	YFL037W,YGR218W,YMR235C	wodaklab	CRM1,RNA1,TUB2
992	Tubulin alpha-beta heterodimeric complex, TUB1 variant	YFL037W,YML085C	complex portal	TUB1,TUB2
993	Tubulin alpha-beta heterodimeric complex, TUB3 variant	YFL037W,YML124C	complex portal	TUB2,TUB3
994	putative Ypt1-Dss4 complex	YFL038C,YPR017C	benchshop	DSS4,YPT1
995	wodaklab complex#573	YFL039C,YGR233C,YJL005W,YNL138W	wodaklab	ACT1,CYR1,PHO81,SRV2
996	wodaklab complex#744	YFL040W,YML034W	wodaklab	SRC1,YFL040W
997	wodaklab complex#324	YFL048C,YLR080W,YLR250W	wodaklab	EMP46,EMP47,SSP120
998	wodaklab complex#267	YFL052W,YGR148C,YNL077W	wodaklab	APJ1,RPL24B,YFL052W
999	wodaklab complex#602	YFL062W,YMR124W	wodaklab	COS4,YMR124W
1000	wodaklab complex#236	YFL066C,YHR080C,YJR151C	wodaklab	DAN4,YFL066C,YHR080C
1001	nucleoporin Nsp1 subcomplex	YFR002W,YGL172W,YGR119C,YJL041W	benchshop	NIC96,NSP1,NUP49,NUP57
1002	wodaklab complex#665	YFR007W,YKL056C	wodaklab	TMA19,YFH7
1003	wodaklab complex#278	YFR008W,YGL210W,YLR323C	wodaklab	CWC24,FAR7,YPT32
1004	GCN1-GCN20 complex	YFR009W,YGL195W	complex portal	GCN1,GCN20
1005	putative Tub3-Gcn1-Gcn20-Gfa1-Mae1-Sam1-Clu1 complex	YFR009W,YGL195W,YKL029C,YKL104C,YLR180W,YML124C,YMR012W	benchshop	CLU1,GCN1,GCN20,GFA1,MAE1,SAM1,TUB3
1006	wodaklab complex#414	YFR012W,YJR109C	wodaklab	CPA2,YFR012W
1007	putative Gsy1-Gsy2 complex	YFR015C,YLR258W	benchshop	GSY1,GSY2
1008	wodaklab complex#195	YFR015C,YLR258W,YMR244C-A	wodaklab	GSY1,GSY2,YMR244C-A
1009	PAS complex	YFR019W,YFR021W,YLR386W,YNL054W,YNL325C	complex portal	ATG18,FAB1,FIG4,VAC14,VAC7
1010	ATG2-ATG18 complex,putative Atg18-Atg2 complex,wodaklab complex#474	YFR021W,YNL242W	complex portal,benchshop,wodaklab	ATG18,ATG2
1011	wodaklab complex#122	YFR024C-A,YHR016C,YMR208W,YNL009W	wodaklab	ERG12,IDP3,LSB3,YSC84
1012	putative Sla2-Lsb3 complex	YFR024C-A,YNL243W	benchshop	LSB3,SLA2
1013	Sulfite reductase complex (NADPH),sulfite reductase complex (NADPH) (GO)	YFR030W,YJR137C	complex portal,benchshop	MET10,MET5,ECM17,MET10
1014	wodaklab complex#180	YFR042W,YJR089W,YOL043C	wodaklab	BIR1,KEG1,NTG2
1015	Protein kinase CK2 variant 2	YGL019W,YIL035C,YOR039W	complex portal	CKA1,CKB1,CKB2
1016	Protein kinase CK2 variant 1,protein kinase CK2 complex	YGL019W,YIL035C,YOR039W,YOR061W	complex portal,benchshop	CKA1,CKA2,CKB1,CKB2
1017	Protein kinase CK2 variant 3	YGL019W,YOR039W,YOR061W	complex portal	CKA2,CKB1,CKB2
1018	putative Ost1-Stt3 complex	YGL022W,YJL002C	benchshop	OST1,STT3
1019	wodaklab complex#724	YGL023C,YJL165C	wodaklab	HAL5,PIB2
1020	wodaklab complex#428	YGL027C,YPL174C	wodaklab	CWH41,NIP100
1021	a-agglutinin	YGL032C,YNR044W	complex portal	AGA1,AGA2
1022	HOP2-MND1 complex	YGL033W,YGL183C	complex portal	HOP2,MND1
1023	wodaklab complex#488	YGL040C,YOL147C	wodaklab	HEM2,PEX11
1024	Eukaryotic translation initiation factor 4F complex, variant TIF4632	YGL049C,YKR059W,YOL139C	complex portal	CDC33,TIF1,TIF4632
1025	wodaklab complex#334	YGL055W,YIL040W	wodaklab	APQ12,OLE1
1026	UBR1-RAD6 ubiquitin ligase complex	YGL058W,YGR184C	complex portal	RAD6,UBR1
1027	RAD6-UBR2 ubiquitin ligase complex	YGL058W,YLR024C	complex portal	RAD6,UBR2
1028	MUB1-RAD6-UBR2 ubiquitin ligase complex	YGL058W,YLR024C,YMR100W	complex portal	MUB1,RAD6,UBR2
1029	MPS2-BBP1 spindle pole body anchor complex	YGL075C,YPL255W	complex portal	BBP1,MPS2
1030	Mitochondrial pyruvate carrier, respiratory isoform	YGL080W,YGR243W	complex portal	MPC1,MPC3
1031	Mitochondrial pyruvate carrier, fermentative isoform	YGL080W,YHR162W	complex portal	MPC1,MPC2
1032	wodaklab complex#263	YGL081W,YGR222W,YOR350C	wodaklab	MNE1,PET54,YGL081W
1033	putative Faa4-Ygl082w complex	YGL082W,YMR246W	benchshop	FAA4,YGL082W
1034	Mitotic checkpoint complex, MAD1-MAD2-BUB1-BUB3 subcomplex	YGL086W,YGR188C,YJL030W,YOR026W	complex portal	BUB1,BUB3,MAD1,MAD2
1035	Mitotic spindle assembly checkpoint Mad1-Mad2 complex,Mad1-Mad2 complex,wodaklab complex#473	YGL086W,YJL030W	complex portal,benchshop,wodaklab	MAD1,MAD2
1036	DNA ligase IV complex (GO)	YGL090W,YLR265C,YOR005C	benchshop	DNL4,LIF1,NEJ1
1037	DNA ligase IV complex	YGL090W,YOR005C	complex portal	DNL4,LIF1
1038	CFD1-NBP35 complex	YGL091C,YGL091C,YIL003W,YIL003W	complex portal	CFD1,CFD1,NBP35,NBP35
1039	PAN complex,wodaklab complex#640	YGL094C,YKL025C	complex portal,benchshop,wodaklab	PAN2,PAN3
1040	wodaklab complex#456	YGL095C,YOL018C	wodaklab	TLG2,VPS45
1041	wodaklab complex#627	YGL096W,YOR324C	wodaklab	FRT1,TOS8
1042	wodaklab complex#624	YGL097W,YLR293C	wodaklab	GSP1,SRM1
1043	Gsp1-Prp20 complex	YGL097W,YLR293C,YOR185C	benchshop	GSP1,GSP2,SRM1
1044	Methionyl glutamyl tRNA synthetase complex,methionyl glutamyl tRNA synthetase complex,wodaklab complex#299	YGL105W,YGL245W,YGR264C	complex portal,benchshop,wodaklab	ARC1,GUS1,MES1
1045	Myosin class II complex	YGL106W,YHR023W,YPR188C	complex portal	MLC1,MLC2,MYO1
1046	MIH complex	YGL106W,YMR032W,YPL242C	complex portal	HOF1,IQG1,MLC1
1047	DPB11-SLD3-SLD2 DNA replication complex	YGL113W,YJL090C,YKL108W	complex portal	DPB11,SLD2,SLD3
1048	Mitotic checkpoint complex,mitotic checkpoint complex (GO)	YGL116W,YJL013C,YJL030W,YOR026W	complex portal,benchshop	BUB3,CDC20,MAD2,MAD3
1049	Mitotic checkpoint complex, CDC20-MAD2 subcomplex	YGL116W,YJL030W	complex portal	CDC20,MAD2
1050	wodaklab complex#123	YGL120C,YGR159C,YGR280C,YNL224C	wodaklab	NSR1,PRP43,PXR1,SQS1
1051	Post-mRNA release spliceosomal complex	YGL120C,YKR022C,YLR424W	complex portal	NTR2,PRP43,SPP382
1052	putative Met13-Yml082w complex	YGL125W,YML082W	benchshop	MET13,YML082W
1053	putative Met13-Met12 isozyme complex,wodaklab complex#742	YGL125W,YPL023C	benchshop,wodaklab	MET12,MET13
1054	mRNA cap methyltransferase complex,mRNA capping enzyme complex,wodaklab complex#711	YGL130W,YPL228W	complex portal,benchshop,wodaklab	CEG1,CET1
1055	SNT2C histone deacetylase complex	YGL131C,YMR176W,YNL330C	complex portal	ECM5,RPD3,SNT2
1056	ISW2 chromatin remodeling complex variant 2,Isw2-Itc1 complex	YGL133W,YOR304W	complex portal,benchshop	ISW2,ITC1
1057	PCL10-PHO85 kinase complex	YGL134W,YPL031C	complex portal	PCL10,PHO85
1058	Dsl1 complex	YGL145W,YLR440C,YNL258C	complex portal	DSL1,SEC39,TIP20
1059	wodaklab complex#260	YGL153W,YLR022C,YNL214W	wodaklab	PEX14,PEX17,SDO1
1060	Peroxisomal docking Pex13/Pex14/Pex 15 complex	YGL153W,YLR191W,YNL214W	complex portal	PEX13,PEX14,PEX17
1061	putative Pex14-Pex17 complex	YGL153W,YNL214W	benchshop	PEX14,PEX17
1062	Protein geranylgeranyltransferase type I complex,CAAX-protein geranylgeranyltransferase complex	YGL155W,YKL019W	complex portal,benchshop	CDC43,RAM2
1063	wodaklab complex#441	YGL157W,YLR355C	wodaklab	ARI1,ILV5
1064	wodaklab complex#449	YGL158W,YJL222W	wodaklab	RCK1,VTH2
1065	wodaklab complex#413	YGL163C,YNL212W	wodaklab	RAD54,VID27
1066	putative Pmr1-Psd1 complex	YGL167C,YNL169C	benchshop	PMR1,PSD1
1067	wodaklab complex#700	YGL173C,YPR140W	wodaklab	TAZ1,XRN1
1068	RES complex	YGL174W,YIR005W,YLR016C	complex portal	BUD13,IST3,PML1
1069	wodaklab complex#280	YGL174W,YKL100C,YMR219W	wodaklab	BUD13,ESC1,YKL100C
1070	wodaklab complex#737	YGL180W,YPR185W	wodaklab	ATG1,ATG13
1071	wodaklab complex#480	YGL191W,YOR303W	wodaklab	COX13,CPA1
1072	wodaklab complex#705	YGL203C,YLR191W	wodaklab	KEX1,PEX13
1073	Clathrin complex,Clathrin	YGL206C,YGR167W	complex portal,benchshop	CHC1,CLC1
1074	wodaklab complex#165	YGL206C,YGR167W,YJR032W,YPL106C	wodaklab	CHC1,CLC1,CPR7,SSE1
1075	FACT complex	YGL207W,YML069W	complex portal,benchshop	POB3,SPT16
1076	Vacuolar t-SNARE complex	YGL212W,YMR197C,YOR106W	complex portal	VAM3,VAM7,VTI1
1077	Ski complex	YGL213C,YKL023W,YLR398C,YPR189W	benchshop	SKI2,SKI3,SKI8,YKL023W
1078	SKI complex	YGL213C,YLR398C,YPR189W	complex portal	SKI2,SKI3,SKI8
1079	CLG1-PHO85 kinase complex	YGL215W,YPL031C	complex portal	CLG1,PHO85
1080	wodaklab complex#703	YGL226C-A,YHR169W	wodaklab	DBP8,OST5
1081	RAT1-RAI1 RNA polymerase II termination complex	YGL246C,YOR048C	complex portal	RAI1,RAT1
1082	wodaklab complex#650	YGL247W,YIL127C	wodaklab	BRR6,RRT14
1083	Synapsis initiation complex	YGL249W,YHR153C,YIL073C,YLR394W	complex portal	CST9,SPO16,SPO22,ZIP2
1084	synaptonemal complex (GO)	YGL249W,YNL088W	benchshop	TOP2,ZIP2
1085	wodaklab complex#549	YGL252C,YNL076W	wodaklab	MKS1,RTG2
1086	wodaklab complex#553	YGL255W,YPR196W	wodaklab	YPR196W,ZRT1
1087	wodaklab complex#583	YGL259W,YLR099C	wodaklab	ICT1,YPS5
1088	wodaklab complex#214	YGL263W,YLR454W,YNL193W	wodaklab	COS12,FMP27,YNL193W
1089	putative Cul3-Yil001w complex,wodaklab complex#366	YGR003W,YIL001W	benchshop,wodaklab	CUL3,YIL001W
1090	CUL3-HRT1/ELC1/ELA1 ubiquitin ligase complex	YGR003W,YNL230C,YOL133W,YPL046C	complex portal	CUL3,ELA1,ELC1,HRT1
1091	wodaklab complex#722	YGR004W,YPR078C	wodaklab	PEX31,YPR078C
1092	Transcription factor TFIIF complex	YGR005C,YGR186W,YPL129W	complex portal	TAF14,TFG1,TFG2
1093	Vesicular t-SNARE complex, SSO2 variant	YGR009C,YMR183C	complex portal	SEC9,SSO2
1094	Vesicular t-SNARE complex, SSO1 variant	YGR009C,YPL232W	complex portal	SEC9,SSO1
1095	putative Nma2-Nma1 complex,wodaklab complex#619	YGR010W,YLR328W	benchshop,wodaklab	NMA1,NMA2
1096	wodaklab complex#736	YGR012W,YLR134W	wodaklab	PDC5,YGR012W
1097	OPY2-MSB2 osmosensory complex	YGR014W,YPR075C	complex portal	MSB2,OPY2
1098	putative Ygr017w-Vip1 complex,wodaklab complex#734	YGR017W,YLR410W	benchshop,wodaklab	VIP1,YGR017W
1099	putative Uga1-Ndt80 complex,wodaklab complex#697	YGR019W,YHR124W	benchshop,wodaklab	NDT80,UGA1
1100	wodaklab complex#65	YGR024C,YHR098C,YIL109C,YNL049C,YPL085W,YPL224C,YPR181C	wodaklab	MMT2,SEC16,SEC23,SEC24,SFB2,SFB3,THG1
1101	wodaklab complex#295	YGR032W,YLL066C,YLR342W	wodaklab	FKS1,GSC2,YLL066C
1102	1,3-beta-glucan synthase complex (GO)	YGR032W,YLR342W,YPR165W	benchshop	FKS1,GSC2,RHO1
1103	Mitochondrial inner membrane pre-sequence translocase complex	YGR033C,YIL022W,YJL104W,YJL143W,YJR045C,YLR008C,YNR017W,YOR232W,YPL063W	complex portal	MGE1,PAM16,PAM18,SSC1,TIM17,TIM21,TIM23,TIM44,TIM50
1104	mitochondrial inner membrane presequence translocase complex (GO)	YGR033C,YJL104W,YJL143W,YLR008C,YNR017W,YPL063W	benchshop	PAM16,PAM18,TIM17,TIM21,TIM23,TIM50
1105	putative Nqm1-Tal1 complex	YGR043C,YLR354C	benchshop	NQM1,TAL1
1106	SPT4-SPT5 complex,DSIF complex (GO)	YGR063C,YML010W	complex portal,benchshop	SPT4,SPT5
1107	putative Ygr071c-Vid22-Tbf1 complex,wodaklab complex#192	YGR071C,YLR373C,YPL128C	benchshop,wodaklab	TBF1,VID22,YGR071C
1108	Nonsense-mediated decay complex	YGR072W,YHR077C,YMR080C	complex portal	NAM7,NMD2,UPF3
1109	wodaklab complex#265	YGR081C,YMR308C	wodaklab	PSE1,SLX9
1110	mitochondrial outer membrane translocase complex (GO)	YGR082W,YKL195W,YMR203W,YNL070W,YNL121C,YNL131W,YOR045W,YPR133W-A	benchshop	MIA40,TOM20,TOM22,TOM40,TOM5,TOM6,TOM7,TOM70
1111	wodaklab complex#546	YGR082W,YLR097C	wodaklab	HRT3,TOM20
1112	Mitochondrial outer membrane translocase holocomplex	YGR082W,YMR203W,YNL070W,YNL121C,YNL131W,YOR045W,YPR133W-A	complex portal	TOM20,TOM22,TOM40,TOM5,TOM6,TOM7,TOM70
1113	DBF2-MOB1 kinase complex	YGR092W,YIL106W	complex portal	DBF2,MOB1
1114	putative Drn1-Dbr1 complex,wodaklab complex#716	YGR093W,YKL149C	benchshop,wodaklab	DBR1,DRN1,DBR1,YGR093W
1115	wodaklab complex#715	YGR097W,YJR062C	wodaklab	ASK10,NTA1
1116	wodaklab complex#210	YGR098C,YOL126C	wodaklab	ESP1,MDH2
1117	TEL2-TTI1-TTI2 complex	YGR099W,YJR136C,YKL033W	complex portal	TEL2,TTI1,TTI2
1118	wodaklab complex#738	YGR112W,YLR449W,YML074C	wodaklab	FPR3,FPR4,SHY1
1119	Spt6-Spn1 elongator factor complex,wodaklab complex#357	YGR116W,YPR133C	benchshop,wodaklab	SPN1,SPT6
1120	wodaklab complex#642	YGR123C,YML120C	wodaklab	NDI1,PPT1
1121	putative Asn1-Asn2 isozyme complex,wodaklab complex#723	YGR124W,YPR145W	benchshop,wodaklab	ASN1,ASN2
1122	putative Ygr130c-Ymr031c complex	YGR130C,YMR031C	benchshop	YGR130C,YMR031C
1123	Prohibitin complex,prohibitin complex	YGR132C,YGR231C	complex portal,benchshop	PHB1,PHB2
1124	wodaklab complex#355	YGR133W,YJR090C	wodaklab	GRR1,PEX4
1125	wodaklab complex#679	YGR154C,YMR064W	wodaklab	AEP1,GTO1
1126	wodaklab complex#150	YGR155W,YIL022W,YJR045C,YLR203C	wodaklab	CYS4,MSS51,SSC1,TIM44
1127	Cytoplasmic exosome complex, DIS3 variant	YGR158C,YGR195W,YNL232W,YOL021C	complex portal	CSL4,DIS3,MTR3,SKI6
1128	Nuclear/nucleolar exosome complex, DIS3-RRP6 variant	YGR158C,YGR195W,YNL232W,YOL021C,YOR001W	complex portal	CSL4,DIS3,MTR3,RRP6,SKI6
1129	wodaklab complex#322	YGR161C,YJL098W,YOR267C	wodaklab	HRK1,RTS3,SAP185
1130	Eukaryotic translation initiation factor 4F complex, variant TIF4631	YGR162W,YKR059W,YOL139C	complex portal	CDC33,TIF1,TIF4631
1131	PSTB lipid transfer acceptor membrane complex	YGR170W,YNL264C	complex portal	PDR17,PSD2
1132	wodaklab complex#342	YGR175C,YHR020W	wodaklab	ERG1,YHR020W
1133	MKT1-PBP1 translation regulation complex	YGR178C,YNL085W	complex portal	MKT1,PBP1
1134	ribonucleoside-diphosphate reductase complex,wodaklab complex#243	YGR180C,YJL026W,YOR230W	benchshop,wodaklab	RNR2,RNR4,WTM1
1135	TIM8-TIM13 mitochondrial intermembrane space protein transporter complex	YGR181W,YJR135W-A	complex portal	TIM13,TIM8
1136	wodaklab complex#206	YGR184C,YIL095W,YPR171W	wodaklab	BSP1,PRK1,UBR1
1137	putative Ela1-Tys1 complex	YGR185C,YNL230C	benchshop	ELA1,TYS1
1138	Bub1-Bub3 complex,Bub1-Bub3 kinase complex,wodaklab complex#526	YGR188C,YOR026W	complex portal,benchshop,wodaklab	BUB1,BUB3
1139	wodaklab complex#240	YGR191W,YKL107W,YKR096W	wodaklab	HIP1,YKL107W,YKR096W
1140	wodaklab complex#670	YGR198W,YMR058W	wodaklab	FET3,YPP1
1141	Elongator holoenzyme complex	YGR200C,YGR200C,YHR187W,YHR187W,YLR384C,YLR384C,YMR312W,YMR312W,YPL086C,YPL086C,YPL101W,YPL101W	complex portal	ELP2,ELP2,ELP3,ELP3,ELP4,ELP4,ELP6,ELP6,IKI1,IKI1,IKI3,IKI3
1142	wodaklab complex#56	YGR200C,YHR187W,YKL092C,YLR384C,YMR312W,YPL086C,YPL101W	wodaklab	BUD2,ELP2,ELP3,ELP4,ELP6,IKI1,IKI3
1143	Elongator holoenzyme complex	YGR200C,YHR187W,YLR384C,YMR312W,YPL086C,YPL101W	benchshop	ELP2,ELP3,ELP4,ELP6,IKI1,IKI3
1144	wodaklab complex#482	YGR202C,YIL106W	wodaklab	MOB1,PCT1
1145	wodaklab complex#535	YGR207C,YPR004C	wodaklab	AIM45,CIR1
1146	LMA1 complex, TRX2 variant	YGR209C,YNL015W	complex portal	PBI2,TRX2
1147	wodaklab complex#110	YGR211W,YKR074W,YMR315W,YNR032C-A,YPL239W	wodaklab	AIM29,HUB1,YAR1,YMR315W,ZPR1
1148	putative Rps0a-Rps0b complex	YGR214W,YLR048W	benchshop	RPS0A,RPS0B
1149	wodaklab complex#351	YGR214W,YLR048W,YLR441C	wodaklab	RPS0A,RPS0B,RPS1A
1150	wodaklab complex#390	YGR221C,YNL083W	wodaklab	SAL1,TOS2
1151	wodaklab complex#103	YGR233C,YIL050W,YOL001W,YPL031C,YPL219W	wodaklab	PCL7,PCL8,PHO80,PHO81,PHO85
1152	Pho80-Pho81-Pho85 CDK-cyclin complex	YGR233C,YOL001W,YPL031C	benchshop	PHO80,PHO81,PHO85
1153	putative Yhb1-Aco1 complex	YGR234W,YLR304C	benchshop	ACO1,YHB1
1154	wodaklab complex#377	YGR234W,YNL085W	wodaklab	MKT1,YHB1
1155	6-phosphofructokinase complex,6-phosphofructokinase complex (GO)	YGR240C,YMR205C	complex portal,benchshop	PFK1,PFK2
1156	wodaklab complex#305	YGR240C,YMR205C,YNL045W	wodaklab	LAP2,PFK1,PFK2
1157	Mitochondiral Succinate--CoA ligase [ADP-forming] complex,succinyl-CoA ligase,wodaklab complex#596	YGR244C,YOR142W	complex portal,benchshop,wodaklab	LSC1,LSC2
1158	putative Sgn1-Ygr250c complex,wodaklab complex#503	YGR250C,YIR001C	benchshop,wodaklab	SGN1,YGR250C
1159	phosphopyruvate hydratase complex (GO)	YGR254W,YHR174W	benchshop	ENO1,ENO2
1160	KEOPS complex	YGR262C,YJL184W,YKR038C,YKR095W-A,YML036W	complex portal	BUD32,CGI121,GON7,KAE1,PCC1
1161	EKC-KEOPS protein complex,wodaklab complex#168	YGR262C,YJL184W,YKR038C,YML036W	benchshop,wodaklab	BUD32,CGI121,GON7,KAE1
1162	wodaklab complex#313	YGR263C,YOL089C,YPR184W	wodaklab	GDB1,HAL9,SAY1
1163	wodaklab complex#680	YGR266W,YPL227C	wodaklab	ALG5,YGR266W
1164	putative Efg1-Bud22 complex	YGR271C-A,YMR014W	benchshop	BUD22,EFG1
1165	putative Ygr283c-Ymr310c complex	YGR283C,YMR310C	benchshop	YGR283C,YMR310C
1166	putative Ygr283c-Idp3 complex	YGR283C,YNL009W	benchshop	IDP3,YGR283C
1167	Ribosome-associated complex	YGR285C,YHR064C	complex portal	SSZ1,ZUO1
1168	ribosome-associated complex	YGR285C,YHR064C,YJL080C	benchshop	SCP160,SSZ1,ZUO1
1169	wodaklab complex#94	YGR285C,YHR064C,YJL080C,YLL026W,YNL209W	wodaklab	HSP104,SCP160,SSB2,SSZ1,ZUO1
1170	ESCRT-0 complex	YHL002W,YNR006W	complex portal,benchshop	HSE1,VPS27
1171	acyl-CoA ceramide synthase complex	YHL003C,YKL008C,YMR298W	complex portal	LAC1,LAG1,LIP1
1172	Prs1-Prs3 heterodimer	YHL011C,YKL181W	benchshop	PRS1,PRS3
1173	wodaklab complex#184	YHL011C,YKL181W,YML125C	wodaklab	PGA3,PRS1,PRS3
1174	wodaklab complex#106	YHL012W,YHR188C,YLR113W,YLR248W,YPL145C	wodaklab	GPI16,HOG1,KES1,RCK2,YHL012W
1175	wodaklab complex#677	YHL016C,YLL013C	wodaklab	DUR3,PUF3
1176	Adapter complex AP-1R	YHL019C,YKL135C,YLR170C,YPR029C	complex portal	APL2,APL4,APM2,APS1
1177	wodaklab complex#669	YHL020C,YOL140W	wodaklab	ARG8,OPI1
1178	Golgi SNARE complex SED5-GOS1-YKT6-SFT1	YHL031C,YKL196C,YLR026C	complex portal	GOS1,SED5,YKT6
1179	wodaklab complex#185	YHL035C,YLL048C,YML070W	wodaklab	DAK1,VMR1,YBT1
1180	wodaklab complex#234	YHL048W,YMR111C,YPL207W	wodaklab	COS8,TYW1,YMR111C
1181	G protein heterotrimer,heterotrimeric G-protein complex (GO)	YHR005C,YJR086W,YOR212W	complex portal,benchshop	GPA1,STE18,STE4
1182	heterotrimeric G-protein complex	YHR005C,YOR212W	benchshop	GPA1,STE4
1183	wodaklab complex#547	YHR007C,YML116W	wodaklab	ATR1,ERG11
1184	Retromer complex	YHR012W,YJL053W,YJL154C,YOR069W,YOR132W	complex portal	PEP8,VPS17,VPS29,VPS35,VPS5
1185	retromer complex	YHR012W,YJL053W,YJL154C,YOR069W,YOR132W,YPL070W	benchshop	MUK1,PEP8,VPS17,VPS29,VPS35,VPS5
1186	myosin II complex (GO)	YHR023W	benchshop	MYO1
1187	wodaklab complex#223	YHR023W,YKL179C,YPR188C	wodaklab	COY1,MLC2,MYO1
1188	Mitochondrial processing peptidase complex,mitochondrial processing peptidase complex,wodaklab complex#409	YHR024C,YLR163C	complex portal,benchshop,wodaklab	MAS1,MAS2
1189	wodaklab complex#424	YHR026W,YKL157W	wodaklab	APE2,VMA16
1190	wodaklab complex#431	YHR028C,YJL049W	wodaklab	DAP2,YJL049W
1191	wodaklab complex#555	YHR031C,YHR168W	wodaklab	MTG2,RRM3
1192	wodaklab complex#405	YHR036W,YLR032W	wodaklab	BRL1,RAD5
1193	wodaklab complex#447	YHR037W,YLL058W	wodaklab	PUT2,YLL058W
1194	wodaklab complex#661	YHR040W,YLR155C	wodaklab	ASP3-1,BCD1
1195	wodaklab complex#566	YHR042W,YJL034W	wodaklab	KAR2,NCP1
1196	wodaklab complex#255	YHR045W,YLR146C,YPR069C	wodaklab	SPE3,SPE4,YHR045W
1197	wodaklab complex#114	YHR054C,YIL123W,YJL116C,YLR056W,YNL066W	wodaklab	ERG3,NCA3,SIM1,SUN4,YHR054C
1198	PCL5-PHO85 kinase complex	YHR071W,YPL031C	complex portal	PCL5,PHO85
1199	putative Erg7-Erg27 complex	YHR072W,YLR100W	benchshop	ERG27,ERG7
1200	wodaklab complex#287	YHR072W,YMR163C,YPR117W	wodaklab	ERG7,INP2,YPR117W
1201	putative Ptc7-Sec14 complex,wodaklab complex#481	YHR076W,YMR079W	benchshop,wodaklab	PTC7,SEC14
1202	Ire1 complex	YHR079C,YHR079C	complex portal	IRE1,IRE1
1203	MEI5-SAE3 DMC1 recombinase assembly factor complex	YHR079C-A,YPL121C	complex portal	MEI5,SAE3
1204	Mitochondrial sorting and assembly machinery complex	YHR083W,YMR060C,YNL026W	complex portal	SAM35,SAM37,SAM50
1205	wodaklab complex#511	YHR084W,YPL049C	wodaklab	DIG1,STE12
1206	RIX1 complex	YHR085W,YHR197W,YNL182C	complex portal	IPI1,IPI3,RIX1
